payment_id,subscription_id,amount,payment_date,status
928,147,199,2025-10-08,success
929,147,199,2025-11-07,success
930,147,199,2025-12-07,success
931,147,199,2026-01-06,success
932,147,199,2026-02-05,success
933,147,199,2026-03-07,success
934,147,199,2026-04-06,success
935,147,199,2026-05-06,success
936,147,199,2026-06-05,success
937,147,199,2026-07-05,success
938,148,29,2024-03-05,success
939,148,29,2024-04-04,success
940,148,29,2024-05-04,success
941,148,29,2024-06-03,success
942,151,199,2024-08-15,success
943,151,199,2024-09-14,success
944,151,199,2024-10-14,success
945,151,199,2024-11-13,success
946,151,199,2024-12-13,success
947,151,199,2025-01-12,success
948,151,199,2025-02-11,success
949,151,199,2025-03-13,success
950,151,199,2025-04-12,success
951,151,199,2025-05-12,success
952,151,199,2025-06-11,success
953,151,199,2025-07-11,success
954,151,199,2025-08-10,success
955,151,199,2025-09-09,success
956,151,199,2025-10-09,success
957,151,199,2025-11-08,success
958,151,199,2025-12-08,success
959,151,199,2026-01-07,success
960,151,199,2026-02-06,success
961,151,199,2026-03-08,success
962,151,199,2026-04-07,success
963,151,199,2026-05-07,success
964,151,199,2026-06-06,success
965,151,199,2026-07-06,success
966,152,29,2025-05-03,success
967,152,29,2025-06-02,success
968,152,29,2025-07-02,success
969,152,29,2025-08-01,success
970,152,29,2025-08-31,success
971,152,29,2025-09-30,failed
972,152,29,2025-10-30,success
973,152,29,2025-11-29,success
974,152,29,2025-12-29,success
975,152,29,2026-01-28,success
976,152,29,2026-02-27,success
977,152,29,2026-03-29,success
978,152,29,2026-04-28,success
979,152,29,2026-05-28,success
980,152,29,2026-06-27,success
981,152,29,2026-07-27,success
982,155,199,2026-01-20,success
983,155,199,2026-02-19,success
984,155,199,2026-03-21,success
985,155,199,2026-04-20,success
986,155,199,2026-05-20,success
987,155,199,2026-06-19,success
988,155,199,2026-07-19,success
989,157,29,2025-02-24,success
990,157,29,2025-03-26,success
991,159,199,2024-12-21,success
992,159,199,2025-01-20,success
993,159,199,2025-02-19,failed
994,159,199,2025-03-21,success
995,159,199,2025-04-20,success
996,159,199,2025-05-20,success
997,159,199,2025-06-19,success
998,159,199,2025-07-19,success
999,159,199,2025-08-18,success
1000,159,199,2025-09-17,success
1001,159,199,2025-10-17,success
1002,159,199,2025-11-16,success
1003,159,199,2025-12-16,success
1004,159,199,2026-01-15,success
1005,159,199,2026-02-14,success
1006,159,199,2026-03-16,success
1007,159,199,2026-04-15,success
1008,159,199,2026-05-15,success
1009,159,199,2026-06-14,success
1010,159,199,2026-07-14,success
1011,160,29,2026-06-03,success
1012,160,29,2026-07-03,success
1013,163,199,2024-06-16,success
1014,163,199,2024-07-16,success
1015,163,199,2024-08-15,success
1016,163,199,2024-09-14,success
1017,163,199,2024-10-14,success
1018,163,199,2024-11-13,success
1019,163,199,2024-12-13,success
1020,163,199,2025-01-12,success
1021,163,199,2025-02-11,success
1022,163,199,2025-03-13,success
1023,163,199,2025-04-12,success
1024,163,199,2025-05-12,success
1025,163,199,2025-06-11,failed
1026,163,199,2025-07-11,success
1027,163,199,2025-08-10,success
1028,163,199,2025-09-09,success
1029,163,199,2025-10-09,success
1030,163,199,2025-11-08,success
1031,163,199,2025-12-08,success
1032,163,199,2026-01-07,success
1033,163,199,2026-02-06,success
1034,163,199,2026-03-08,success
1035,163,199,2026-04-07,success
1036,163,199,2026-05-07,success
1037,163,199,2026-06-06,success
1038,163,199,2026-07-06,success
1039,165,29,2025-11-18,success
1040,165,29,2025-12-18,success
1041,165,29,2026-01-17,success
1042,165,29,2026-02-16,success
1043,165,29,2026-03-18,success
1044,165,29,2026-04-17,success
1045,165,29,2026-05-17,success
1046,165,29,2026-06-16,success
1047,165,29,2026-07-16,success
1048,167,29,2026-06-25,success
1049,167,29,2026-07-25,success
1050,170,29,2024-08-17,success
1051,170,29,2024-09-16,success
1052,170,29,2024-10-16,success
1053,170,29,2024-11-15,success
1054,170,29,2024-12-15,success
1055,170,29,2025-01-14,success
1056,170,29,2025-02-13,success
1057,170,29,2025-03-15,success
1058,170,29,2025-04-14,success
1059,170,29,2025-05-14,success
1060,170,29,2025-06-13,success
1061,170,29,2025-07-13,success
1062,170,29,2025-08-12,success
1063,170,29,2025-09-11,success
1064,170,29,2025-10-11,success
1065,170,29,2025-11-10,failed
1066,170,29,2025-12-10,success
1067,170,29,2026-01-09,success
1068,170,29,2026-02-08,success
1069,170,29,2026-03-10,success
1070,170,29,2026-04-09,success
1071,170,29,2026-05-09,success
1072,170,29,2026-06-08,success
1073,170,29,2026-07-08,success
1074,171,29,2025-03-24,success
1075,171,29,2025-04-23,success
1076,171,29,2025-05-23,success
1077,171,29,2025-06-22,success
1078,171,29,2025-07-22,success
1079,171,29,2025-08-21,success
1080,171,29,2025-09-20,success
1081,171,29,2025-10-20,success
1082,171,29,2025-11-19,success
1083,171,29,2025-12-19,success
1084,171,29,2026-01-18,success
1085,171,29,2026-02-17,success
1086,171,29,2026-03-19,success
1087,171,29,2026-04-18,success
1088,171,29,2026-05-18,success
1089,171,29,2026-06-17,success
1090,171,29,2026-07-17,success
1091,173,199,2024-09-19,success
1092,173,199,2024-10-19,success
1093,173,199,2024-11-18,success
1094,173,199,2024-12-18,success
1095,173,199,2025-01-17,success
1096,173,199,2025-02-16,success
1097,173,199,2025-03-18,success
1098,173,199,2025-04-17,success
1099,173,199,2025-05-17,success
1100,173,199,2025-06-16,success
1101,173,199,2025-07-16,success
1102,173,199,2025-08-15,success
1103,173,199,2025-09-14,success
1104,173,199,2025-10-14,success
1105,173,199,2025-11-13,success
1106,173,199,2025-12-13,success
1107,173,199,2026-01-12,success
1108,173,199,2026-02-11,success
1109,173,199,2026-03-13,success
1110,173,199,2026-04-12,success
1111,173,199,2026-05-12,success
1112,173,199,2026-06-11,success
1113,173,199,2026-07-11,success
1114,174,29,2024-10-19,success
1115,174,29,2024-11-18,success
1116,174,29,2024-12-18,success
1117,175,199,2025-04-07,failed
1118,175,199,2025-05-07,success
1119,175,199,2025-06-06,success
1120,175,199,2025-07-06,failed
1121,175,199,2025-08-05,success
1122,175,199,2025-09-04,success
1123,175,199,2025-10-04,success
1124,175,199,2025-11-03,success
1125,175,199,2025-12-03,success
1126,175,199,2026-01-02,success
1127,175,199,2026-02-01,success
1128,175,199,2026-03-03,failed
1129,175,199,2026-04-02,failed
1130,175,199,2026-05-02,success
1131,175,199,2026-06-01,success
1132,175,199,2026-07-01,success
1133,175,199,2026-07-31,success
1134,177,29,2024-05-13,success
1135,177,29,2024-06-12,failed
1136,177,29,2024-07-12,success
1137,177,29,2024-08-11,success
1138,177,29,2024-09-10,success
1139,177,29,2024-10-10,success
1140,177,29,2024-11-09,success
1141,177,29,2024-12-09,success
1142,177,29,2025-01-08,success
1143,177,29,2025-02-07,success
1144,177,29,2025-03-09,success
1145,177,29,2025-04-08,success
1146,177,29,2025-05-08,success
1147,177,29,2025-06-07,success
1148,177,29,2025-07-07,success
1149,177,29,2025-08-06,success
1150,177,29,2025-09-05,success
1151,177,29,2025-10-05,success
1152,177,29,2025-11-04,success
1153,177,29,2025-12-04,success
1154,177,29,2026-01-03,success
1155,177,29,2026-02-02,success
1156,177,29,2026-03-04,success
1157,177,29,2026-04-03,success
1158,177,29,2026-05-03,success
1159,177,29,2026-06-02,success
1160,177,29,2026-07-02,success
1161,179,29,2024-03-03,success
1162,179,29,2024-04-02,success
1163,179,29,2024-05-02,success
1164,179,29,2024-06-01,success
1165,179,29,2024-07-01,success
1166,179,29,2024-07-31,failed
1167,179,29,2024-08-30,success
1168,179,29,2024-09-29,success
1169,179,29,2024-10-29,success
1170,179,29,2024-11-28,success
1171,179,29,2024-12-28,success
1172,179,29,2025-01-27,success
1173,179,29,2025-02-26,success
1174,179,29,2025-03-28,success
1175,179,29,2025-04-27,success
1176,179,29,2025-05-27,success
1177,179,29,2025-06-26,success
1178,179,29,2025-07-26,success
1179,179,29,2025-08-25,success
1180,179,29,2025-09-24,success
1181,179,29,2025-10-24,failed
1182,179,29,2025-11-23,success
1183,179,29,2025-12-23,success
1184,179,29,2026-01-22,success
1185,179,29,2026-02-21,success
1186,179,29,2026-03-23,success
1187,179,29,2026-04-22,success
1188,179,29,2026-05-22,success
1189,179,29,2026-06-21,success
1190,179,29,2026-07-21,success
1191,180,29,2025-12-04,success
1192,180,29,2026-01-03,success
1193,180,29,2026-02-02,success
1194,180,29,2026-03-04,success
1195,180,29,2026-04-03,success
1196,180,29,2026-05-03,success
1197,180,29,2026-06-02,success
1198,180,29,2026-07-02,success
1199,182,29,2025-01-11,success
1200,182,29,2025-02-10,success
1201,182,29,2025-03-12,success
1202,182,29,2025-04-11,success
1203,182,29,2025-05-11,success
1204,182,29,2025-06-10,success
1205,182,29,2025-07-10,success
1206,182,29,2025-08-09,success
1207,182,29,2025-09-08,success
1208,182,29,2025-10-08,success
1209,182,29,2025-11-07,success
1210,182,29,2025-12-07,success
1211,182,29,2026-01-06,success
1212,182,29,2026-02-05,success
1213,182,29,2026-03-07,success
1214,182,29,2026-04-06,success
1215,182,29,2026-05-06,success
1216,182,29,2026-06-05,success
1217,182,29,2026-07-05,success
1218,183,199,2025-04-07,success
1219,183,199,2025-05-07,success
1220,183,199,2025-06-06,success
1221,183,199,2025-07-06,success
1222,183,199,2025-08-05,failed
1223,183,199,2025-09-04,success
1224,183,199,2025-10-04,success
1225,183,199,2025-11-03,success
1226,183,199,2025-12-03,success
1227,183,199,2026-01-02,success
1228,183,199,2026-02-01,success
1229,183,199,2026-03-03,success
1230,183,199,2026-04-02,success
1231,183,199,2026-05-02,success
1232,183,199,2026-06-01,success
1233,183,199,2026-07-01,success
1234,183,199,2026-07-31,success
1235,184,29,2024-09-10,success
1236,184,29,2024-10-10,success
1237,184,29,2024-11-09,success
1238,184,29,2024-12-09,success
1239,184,29,2025-01-08,success
1240,184,29,2025-02-07,success
1241,184,29,2025-03-09,success
1242,184,29,2025-04-08,success
1243,184,29,2025-05-08,success
1244,184,29,2025-06-07,success
1245,184,29,2025-07-07,success
1246,184,29,2025-08-06,success
1247,184,29,2025-09-05,success
1248,184,29,2025-10-05,failed
1249,184,29,2025-11-04,success
1250,184,29,2025-12-04,success
1251,184,29,2026-01-03,success
1252,184,29,2026-02-02,failed
1253,184,29,2026-03-04,failed
1254,184,29,2026-04-03,failed
1255,184,29,2026-05-03,success
1256,184,29,2026-06-02,success
1257,184,29,2026-07-02,success
1258,185,199,2024-08-23,success
1259,185,199,2024-09-22,success
1260,185,199,2024-10-22,success
1261,185,199,2024-11-21,failed
1262,185,199,2024-12-21,success
1263,188,29,2024-12-27,success
1264,188,29,2025-01-26,success
1265,188,29,2025-02-25,success
1266,188,29,2025-03-27,success
1267,188,29,2025-04-26,success
1268,188,29,2025-05-26,success
1269,188,29,2025-06-25,success
1270,188,29,2025-07-25,success
1271,188,29,2025-08-24,success
1272,188,29,2025-09-23,failed
1273,188,29,2025-10-23,success
1274,188,29,2025-11-22,success
1275,188,29,2025-12-22,success
1276,188,29,2026-01-21,success
1277,188,29,2026-02-20,success
1278,188,29,2026-03-22,success
1279,188,29,2026-04-21,success
1280,188,29,2026-05-21,success
1281,188,29,2026-06-20,success
1282,188,29,2026-07-20,success
1283,189,29,2024-04-05,success
1284,189,29,2024-05-05,success
1285,189,29,2024-06-04,success
1286,189,29,2024-07-04,success
1287,189,29,2024-08-03,success
1288,189,29,2024-09-02,success
1289,189,29,2024-10-02,success
1290,189,29,2024-11-01,success
1291,189,29,2024-12-01,success
1292,189,29,2024-12-31,success
1293,189,29,2025-01-30,success
1294,189,29,2025-03-01,success
1295,189,29,2025-03-31,success
1296,189,29,2025-04-30,success
1297,189,29,2025-05-30,success
1298,189,29,2025-06-29,success
1299,189,29,2025-07-29,success
1300,189,29,2025-08-28,success
1301,189,29,2025-09-27,success
1302,189,29,2025-10-27,success
1303,189,29,2025-11-26,failed
1304,189,29,2025-12-26,success
1305,189,29,2026-01-25,success
1306,189,29,2026-02-24,success
1307,189,29,2026-03-26,success
1308,189,29,2026-04-25,success
1309,189,29,2026-05-25,success
1310,189,29,2026-06-24,failed
1311,189,29,2026-07-24,success
1312,191,29,2025-02-13,failed
1313,191,29,2025-03-15,success
1314,194,29,2025-01-26,success
1315,194,29,2025-02-25,success
1316,194,29,2025-03-27,success
1317,194,29,2025-04-26,failed
1318,194,29,2025-05-26,success
1319,194,29,2025-06-25,success
1320,194,29,2025-07-25,success
1321,194,29,2025-08-24,success
1322,194,29,2025-09-23,success
1323,194,29,2025-10-23,success
1324,194,29,2025-11-22,success
1325,194,29,2025-12-22,success
1326,194,29,2026-01-21,success
1327,194,29,2026-02-20,success
1328,194,29,2026-03-22,success
1329,194,29,2026-04-21,success
1330,194,29,2026-05-21,success
1331,194,29,2026-06-20,success
1332,194,29,2026-07-20,success
1333,195,29,2024-09-27,success
1334,195,29,2024-10-27,success
1335,195,29,2024-11-26,success
1336,195,29,2024-12-26,success
1337,195,29,2025-01-25,success
1338,195,29,2025-02-24,success
1339,197,199,2025-12-15,success
1340,197,199,2026-01-14,success
1341,197,199,2026-02-13,success
1342,197,199,2026-03-15,success
1343,197,199,2026-04-14,success
1344,197,199,2026-05-14,success
1345,197,199,2026-06-13,success
1346,197,199,2026-07-13,success
1347,198,199,2026-06-17,success
1348,198,199,2026-07-17,success
1349,199,29,2026-05-25,success
1350,199,29,2026-06-24,success
1351,199,29,2026-07-24,success
1352,204,199,2026-04-07,success
1353,204,199,2026-05-07,success
1354,204,199,2026-06-06,success
1355,204,199,2026-07-06,success
1356,208,199,2025-02-07,success
1357,208,199,2025-03-09,success
1358,208,199,2025-04-08,success
1359,211,29,2025-09-18,success
1360,211,29,2025-10-18,success
1361,211,29,2025-11-17,success
1362,211,29,2025-12-17,success
1363,211,29,2026-01-16,success
1364,211,29,2026-02-15,success
1365,211,29,2026-03-17,success
1366,211,29,2026-04-16,success
1367,211,29,2026-05-16,success
1368,211,29,2026-06-15,failed
1369,211,29,2026-07-15,success
1370,215,29,2024-06-28,failed
1371,215,29,2024-07-28,success
1372,215,29,2024-08-27,success
1373,215,29,2024-09-26,success
1374,215,29,2024-10-26,success
1375,215,29,2024-11-25,success
1376,218,29,2025-12-21,success
1377,218,29,2026-01-20,success
1378,218,29,2026-02-19,success
1379,218,29,2026-03-21,failed
1380,218,29,2026-04-20,success
1381,218,29,2026-05-20,success
1382,218,29,2026-06-19,success
1383,218,29,2026-07-19,success
1384,220,29,2025-11-25,success
1385,220,29,2025-12-25,success
1386,220,29,2026-01-24,success
1387,220,29,2026-02-23,success
1388,220,29,2026-03-25,success
1389,220,29,2026-04-24,success
1390,220,29,2026-05-24,success
1391,220,29,2026-06-23,success
1392,220,29,2026-07-23,success
1393,223,199,2025-11-04,success
1394,223,199,2025-12-04,success
1395,223,199,2026-01-03,success
1396,224,199,2024-11-13,success
1397,224,199,2024-12-13,success
1398,224,199,2025-01-12,success
1399,224,199,2025-02-11,failed
1400,224,199,2025-03-13,success
1401,224,199,2025-04-12,success
1402,224,199,2025-05-12,success
1403,224,199,2025-06-11,success
1404,224,199,2025-07-11,success
1405,224,199,2025-08-10,success
1406,224,199,2025-09-09,success
1407,224,199,2025-10-09,success
1408,224,199,2025-11-08,success
1409,224,199,2025-12-08,success
1410,224,199,2026-01-07,success
1411,224,199,2026-02-06,success
1412,224,199,2026-03-08,success
1413,224,199,2026-04-07,success
1414,224,199,2026-05-07,success
1415,224,199,2026-06-06,success
1416,224,199,2026-07-06,success
1417,227,29,2025-06-09,success
1418,227,29,2025-07-09,success
1419,227,29,2025-08-08,success
1420,227,29,2025-09-07,success
1421,227,29,2025-10-07,success
1422,227,29,2025-11-06,success
1423,227,29,2025-12-06,success
1424,227,29,2026-01-05,success
1425,227,29,2026-02-04,success
1426,227,29,2026-03-06,failed
1427,227,29,2026-04-05,success
1428,227,29,2026-05-05,success
1429,227,29,2026-06-04,success
1430,227,29,2026-07-04,success
1431,228,199,2024-04-29,success
1432,228,199,2024-05-29,success
1433,228,199,2024-06-28,failed
1434,228,199,2024-07-28,success
1435,228,199,2024-08-27,success
1436,228,199,2024-09-26,success
1437,228,199,2024-10-26,success
1438,228,199,2024-11-25,success
1439,228,199,2024-12-25,success
1440,228,199,2025-01-24,success
1441,228,199,2025-02-23,success
1442,228,199,2025-03-25,success
1443,228,199,2025-04-24,success
1444,228,199,2025-05-24,success
1445,228,199,2025-06-23,success
1446,228,199,2025-07-23,success
1447,228,199,2025-08-22,success
1448,228,199,2025-09-21,success
1449,228,199,2025-10-21,success
1450,228,199,2025-11-20,success
1451,228,199,2025-12-20,success
1452,228,199,2026-01-19,success
1453,228,199,2026-02-18,success
1454,228,199,2026-03-20,success
1455,228,199,2026-04-19,success
1456,228,199,2026-05-19,success
1457,228,199,2026-06-18,success
1458,228,199,2026-07-18,success
1459,230,29,2025-03-28,success
1460,230,29,2025-04-27,success
1461,230,29,2025-05-27,success
1462,230,29,2025-06-26,success
1463,230,29,2025-07-26,success
1464,230,29,2025-08-25,success
1465,230,29,2025-09-24,success
1466,230,29,2025-10-24,success
1467,230,29,2025-11-23,success
1468,230,29,2025-12-23,success
1469,230,29,2026-01-22,success
1470,230,29,2026-02-21,success
1471,230,29,2026-03-23,success
1472,230,29,2026-04-22,success
1473,230,29,2026-05-22,success
1474,230,29,2026-06-21,success
1475,230,29,2026-07-21,success
1476,231,29,2024-04-09,success
1477,231,29,2024-05-09,success
1478,231,29,2024-06-08,success
1479,231,29,2024-07-08,success
1480,231,29,2024-08-07,failed
1481,231,29,2024-09-06,success
1482,231,29,2024-10-06,success
1483,231,29,2024-11-05,success
1484,231,29,2024-12-05,success
1485,236,199,2024-12-06,success
1486,236,199,2025-01-05,success
1487,236,199,2025-02-04,success
1488,236,199,2025-03-06,success
1489,236,199,2025-04-05,success
1490,236,199,2025-05-05,success
1491,236,199,2025-06-04,success
1492,236,199,2025-07-04,success
1493,236,199,2025-08-03,success
1494,236,199,2025-09-02,success
1495,236,199,2025-10-02,success
1496,236,199,2025-11-01,success
1497,236,199,2025-12-01,success
1498,236,199,2025-12-31,success
1499,236,199,2026-01-30,success
1500,236,199,2026-03-01,success
1501,236,199,2026-03-31,success
1502,236,199,2026-04-30,success
1503,236,199,2026-05-30,success
1504,236,199,2026-06-29,success
1505,236,199,2026-07-29,success
1506,244,29,2025-02-13,success
1507,244,29,2025-03-15,success
1508,244,29,2025-04-14,success
1509,244,29,2025-05-14,success
1510,244,29,2025-06-13,success
1511,244,29,2025-07-13,success
1512,244,29,2025-08-12,success
1513,244,29,2025-09-11,success
1514,244,29,2025-10-11,success
1515,244,29,2025-11-10,success
1516,244,29,2025-12-10,success
1517,244,29,2026-01-09,success
1518,244,29,2026-02-08,success
1519,244,29,2026-03-10,success
1520,244,29,2026-04-09,success
1521,244,29,2026-05-09,success
1522,244,29,2026-06-08,success
1523,244,29,2026-07-08,success
1524,245,29,2024-03-05,success
1525,245,29,2024-04-04,success
1526,245,29,2024-05-04,success
1527,245,29,2024-06-03,success
1528,245,29,2024-07-03,failed
1529,245,29,2024-08-02,success
1530,245,29,2024-09-01,failed
1531,245,29,2024-10-01,success
1532,245,29,2024-10-31,success
1533,245,29,2024-11-30,success
1534,245,29,2024-12-30,success
1535,245,29,2025-01-29,success
1536,245,29,2025-02-28,success
1537,245,29,2025-03-30,success
1538,245,29,2025-04-29,success
1539,245,29,2025-05-29,success
1540,245,29,2025-06-28,success
1541,245,29,2025-07-28,success
1542,245,29,2025-08-27,success
1543,245,29,2025-09-26,success
1544,245,29,2025-10-26,success
1545,245,29,2025-11-25,success
1546,245,29,2025-12-25,success
1547,245,29,2026-01-24,success
1548,245,29,2026-02-23,success
1549,245,29,2026-03-25,success
1550,245,29,2026-04-24,success
1551,245,29,2026-05-24,success
1552,245,29,2026-06-23,failed
1553,245,29,2026-07-23,failed
1554,246,29,2024-11-02,success
1555,246,29,2024-12-02,success
1556,246,29,2025-01-01,success
1557,246,29,2025-01-31,success
1558,246,29,2025-03-02,success
1559,246,29,2025-04-01,success
1560,246,29,2025-05-01,success
1561,248,199,2024-03-01,success
1562,248,199,2024-03-31,success
1563,248,199,2024-04-30,success
1564,248,199,2024-05-30,success
1565,249,29,2026-03-03,success
1566,249,29,2026-04-02,success
1567,249,29,2026-05-02,success
1568,249,29,2026-06-01,success
1569,249,29,2026-07-01,success
1570,249,29,2026-07-31,success
1571,250,29,2025-06-05,success
1572,250,29,2025-07-05,success
1573,250,29,2025-08-04,success
1574,250,29,2025-09-03,success
1575,250,29,2025-10-03,success
1576,250,29,2025-11-02,failed
1577,251,199,2024-11-03,success
1578,251,199,2024-12-03,success
1579,251,199,2025-01-02,success
1580,251,199,2025-02-01,success
1581,251,199,2025-03-03,success
1582,251,199,2025-04-02,success
1583,251,199,2025-05-02,success
1584,251,199,2025-06-01,success
1585,251,199,2025-07-01,success
1586,251,199,2025-07-31,success
1587,251,199,2025-08-30,success
1588,251,199,2025-09-29,success
1589,251,199,2025-10-29,success
1590,251,199,2025-11-28,success
1591,251,199,2025-12-28,success
1592,251,199,2026-01-27,success
1593,251,199,2026-02-26,success
1594,251,199,2026-03-28,failed
1595,251,199,2026-04-27,success
1596,251,199,2026-05-27,success
1597,251,199,2026-06-26,success
1598,251,199,2026-07-26,success
1599,252,29,2025-07-02,success
1600,252,29,2025-08-01,success
1601,252,29,2025-08-31,success
1602,252,29,2025-09-30,failed
1603,252,29,2025-10-30,success
1604,252,29,2025-11-29,success
1605,252,29,2025-12-29,success
1606,252,29,2026-01-28,success
1607,252,29,2026-02-27,success
1608,252,29,2026-03-29,success
1609,252,29,2026-04-28,success
1610,252,29,2026-05-28,success
1611,252,29,2026-06-27,success
1612,252,29,2026-07-27,success
1613,255,199,2024-06-26,success
1614,255,199,2024-07-26,success
1615,255,199,2024-08-25,success
1616,255,199,2024-09-24,success
1617,255,199,2024-10-24,success
1618,255,199,2024-11-23,success
1619,255,199,2024-12-23,success
1620,255,199,2025-01-22,success
1621,255,199,2025-02-21,success
1622,255,199,2025-03-23,success
1623,255,199,2025-04-22,success
1624,255,199,2025-05-22,success
1625,255,199,2025-06-21,failed
1626,255,199,2025-07-21,success
1627,255,199,2025-08-20,success
1628,255,199,2025-09-19,success
1629,255,199,2025-10-19,success
1630,255,199,2025-11-18,success
1631,255,199,2025-12-18,success
1632,255,199,2026-01-17,success
1633,255,199,2026-02-16,success
1634,255,199,2026-03-18,success
1635,255,199,2026-04-17,success
1636,255,199,2026-05-17,success
1637,255,199,2026-06-16,success
1638,255,199,2026-07-16,success
1639,262,29,2025-07-26,success
1640,262,29,2025-08-25,success
1641,262,29,2025-09-24,success
1642,262,29,2025-10-24,success
1643,262,29,2025-11-23,success
1644,262,29,2025-12-23,success
1645,262,29,2026-01-22,success
1646,262,29,2026-02-21,success
1647,262,29,2026-03-23,success
1648,262,29,2026-04-22,success
1649,262,29,2026-05-22,success
1650,262,29,2026-06-21,success
1651,262,29,2026-07-21,success
1652,263,29,2026-03-07,success
1653,263,29,2026-04-06,success
1654,263,29,2026-05-06,success
1655,263,29,2026-06-05,success
1656,263,29,2026-07-05,success
1657,264,199,2025-07-03,success
1658,264,199,2025-08-02,success
1659,264,199,2025-09-01,success
1660,264,199,2025-10-01,success
1661,264,199,2025-10-31,success
1662,264,199,2025-11-30,failed
1663,264,199,2025-12-30,success
1664,264,199,2026-01-29,success
1665,264,199,2026-02-28,success
1666,264,199,2026-03-30,success
1667,264,199,2026-04-29,success
1668,264,199,2026-05-29,success
1669,264,199,2026-06-28,success
1670,264,199,2026-07-28,success
1671,265,199,2025-08-03,success
1672,265,199,2025-09-02,success
1673,265,199,2025-10-02,success
1674,265,199,2025-11-01,success
1675,265,199,2025-12-01,success
1676,265,199,2025-12-31,success
1677,265,199,2026-01-30,success
1678,265,199,2026-03-01,success
1679,265,199,2026-03-31,success
1680,265,199,2026-04-30,success
1681,265,199,2026-05-30,success
1682,265,199,2026-06-29,success
1683,265,199,2026-07-29,success
1684,267,199,2026-06-05,success
1685,267,199,2026-07-05,success
1686,269,199,2025-05-31,success
1687,269,199,2025-06-30,success
1688,269,199,2025-07-30,success
1689,269,199,2025-08-29,success
1690,269,199,2025-09-28,success
1691,269,199,2025-10-28,success
1692,269,199,2025-11-27,success
1693,269,199,2025-12-27,success
1694,269,199,2026-01-26,success
1695,273,199,2026-06-25,success
1696,273,199,2026-07-25,success
1697,274,199,2025-07-31,success
1698,274,199,2025-08-30,success
1699,274,199,2025-09-29,failed
1700,274,199,2025-10-29,success
1701,274,199,2025-11-28,success
1702,274,199,2025-12-28,success
1703,274,199,2026-01-27,success
1704,274,199,2026-02-26,success
1705,274,199,2026-03-28,success
1706,274,199,2026-04-27,success
1707,274,199,2026-05-27,success
1708,274,199,2026-06-26,success
1709,274,199,2026-07-26,success
1710,275,29,2024-09-01,success
1711,275,29,2024-10-01,success
1712,275,29,2024-10-31,success
1713,275,29,2024-11-30,success
1714,275,29,2024-12-30,success
1715,275,29,2025-01-29,success
1716,275,29,2025-02-28,success
1717,275,29,2025-03-30,failed
1718,275,29,2025-04-29,success
1719,275,29,2025-05-29,success
1720,275,29,2025-06-28,success
1721,275,29,2025-07-28,success
1722,275,29,2025-08-27,success
1723,275,29,2025-09-26,success
1724,275,29,2025-10-26,success
1725,275,29,2025-11-25,success
1726,275,29,2025-12-25,success
1727,275,29,2026-01-24,failed
1728,275,29,2026-02-23,success
1729,275,29,2026-03-25,success
1730,275,29,2026-04-24,success
1731,275,29,2026-05-24,success
1732,275,29,2026-06-23,success
1733,275,29,2026-07-23,failed
1734,278,29,2024-11-05,success
1735,278,29,2024-12-05,success
1736,278,29,2025-01-04,success
1737,278,29,2025-02-03,success
1738,278,29,2025-03-05,success
1739,278,29,2025-04-04,success
1740,278,29,2025-05-04,success
1741,278,29,2025-06-03,success
1742,278,29,2025-07-03,success
1743,278,29,2025-08-02,success
1744,278,29,2025-09-01,success
1745,278,29,2025-10-01,success
1746,278,29,2025-10-31,success
1747,278,29,2025-11-30,success
1748,278,29,2025-12-30,success
1749,278,29,2026-01-29,success
1750,278,29,2026-02-28,success
1751,278,29,2026-03-30,success
1752,278,29,2026-04-29,success
1753,278,29,2026-05-29,success
1754,278,29,2026-06-28,success
1755,278,29,2026-07-28,success
1756,279,199,2025-07-06,success
1757,279,199,2025-08-05,success
1758,279,199,2025-09-04,success
1759,279,199,2025-10-04,success
1760,279,199,2025-11-03,success
1761,279,199,2025-12-03,success
1762,279,199,2026-01-02,success
1763,279,199,2026-02-01,success
1764,279,199,2026-03-03,success
1765,279,199,2026-04-02,success
1766,279,199,2026-05-02,success
1767,279,199,2026-06-01,failed
1768,279,199,2026-07-01,success
1769,279,199,2026-07-31,success
1770,283,199,2025-06-01,success
1771,283,199,2025-07-01,success
1772,283,199,2025-07-31,success
1773,283,199,2025-08-30,success
1774,283,199,2025-09-29,success
1775,283,199,2025-10-29,success
1776,283,199,2025-11-28,success
1777,283,199,2025-12-28,success
1778,283,199,2026-01-27,success
1779,283,199,2026-02-26,success
1780,284,199,2024-05-11,success
1781,284,199,2024-06-10,success
1782,284,199,2024-07-10,success
1783,284,199,2024-08-09,success
1784,284,199,2024-09-08,success
1785,284,199,2024-10-08,success
1786,284,199,2024-11-07,success
1787,284,199,2024-12-07,success
1788,284,199,2025-01-06,success
1789,284,199,2025-02-05,success
1790,284,199,2025-03-07,success
1791,284,199,2025-04-06,success
1792,284,199,2025-05-06,success
1793,284,199,2025-06-05,success
1794,284,199,2025-07-05,success
1795,284,199,2025-08-04,success
1796,284,199,2025-09-03,success
1797,284,199,2025-10-03,success
1798,284,199,2025-11-02,success
1799,284,199,2025-12-02,success
1800,284,199,2026-01-01,success
1801,284,199,2026-01-31,success
1802,284,199,2026-03-02,success
